id,title,content,label
585,"Average quality hotel that is nicely located","Apart from the orchard factor, the rest about this hotel is just a simple no frills no fancy hotel.",Location
586,"Clean and nice environment ","Nice room with nice environment.","Facilities & Services"
587,"Good hotel and nice location","we are returning guest and will come back again.",Location
588,"Good for business","Decent hotel in jurong area. Good value and clean .",General
589,"Good location","Most friendly and helpful receptionist ever, so lovely and great first impression of hotel. Couldnt have been more sweet, giving me directions to a function I was attending along with a helpful map, ensuring parking in car park and facilitating an early check in. If nothing else had gone right with hotel this lady ensured I would have left with a good impression. Fortunately everything about the hotel was exceptional, and I dont give praise lightly. It was clean, stylish, roomy with excellent service in both bar where we had lunch and restaurant where we had dinner. Food was beyond good and great value for money and service in both places attentive and efficient. Room itself was well equipped and comfortable. I could go on but suffice it to say I was very pleased with my stay, and although short and sweet this time, I hope to be back for a longer visit in the future.",Location
590,"Good hotel","Most friendly and helpful receptionist ever, so lovely and great first impression of hotel. Couldnt have been more sweet, giving me directions to a function I was attending along with a helpful map, ensuring parking in car park and facilitating an early check in. If nothing else had gone right with hotel this lady ensured I would have left with a good impression. Fortunately everything about the hotel was exceptional, and I dont give praise lightly. It was clean, stylish, roomy with excellent service in both bar where we had lunch and restaurant where we had dinner. Food was beyond good and great value for money and service in both places attentive and efficient. Room itself was well equipped and comfortable. I could go on but suffice it to say I was very pleased with my stay, and although short and sweet this time, I hope to be back for a longer visit in the future.","Facilities & Services"
591,"It provides a comfortable stay at good value. Breadfast price is reasonable too.","The counter staffdoes not make me feel welcome.TV programmes are limited.It took a while before the guest service answered my calls. A welcome fruit platter for all guests will be nice.",General
592,"Handy hotel for business in Jurong district. ","Medium Walking distance to MRT. Good for people doing work in Jurong. About $35.00 from airportin a taxi.",Location
593,"Good hotel ","this hotel is ok and reasonable. have shuttle service to the resort.
for me business traveller price and location is ok",Location
594,"so far so good","ok ",General
595,"the facility in the hotel are closed too early.","Excellent Hotel, but the facility in the hotel are closed too early.","Facilities & Services"
596,"Great location ","Great location",Location
597,"
                                        ","small room and quite expensive",Room
598,"Not bad","Nothing great. ",General
599,"value hotel","good for business travel",General
600,"Bad for business traveller","Booked the hotel for 2 nights as I had an event to coordinate in the west of Singapore. 

Location of hotel allowed me to respond to any situation quickly.

However, the internet connection was so bad that it took 3 minutes to load a banking screen, where I had to perform a few banking transaction.

Duty manager came up after I asked the operator for assistance and said it was normal as too many people are using wifi.

My conclusion is if you are here for a short stay and can live without wifi, no issue. But if you need to be connected to get work done, good luck to you.

","Facilities & Services"
